PaymentID,CustomerID,CardID,DateID,BillAmount,PaymentAmount,DueDate,PaymentDate,DaysPastDate,PaymentStatus
PAY003636,10148,206,20240708,9611.0,7168.26,2024-07-20,2024-07-08,0,Partial Payment
PAY003637,10148,206,20240806,6453.0,5654.26,2024-08-20,2024-08-06,0,Partial Payment
PAY003638,10148,206,20241004,3899.0,2386.26,2024-10-20,2024-10-04,0,Partial Payment
PAY003639,10148,206,20241108,3427.0,2355.85,2024-11-20,2024-11-08,0,Partial Payment
PAY003640,10148,206,20250111,9719.0,6436.53,2025-01-20,2025-01-11,0,Partial Payment
PAY003641,10148,206,20250218,3324.0,2231.88,2025-02-20,2025-02-18,0,Partial Payment
PAY003642,10148,206,20250409,905.0,789.64,2025-04-20,2025-04-09,0,Partial Payment
PAY003643,10148,206,20250515,10619.0,7862.53,2025-05-20,2025-05-15,0,Partial Payment
PAY003644,10148,206,20250614,3270.0,2419.44,2025-06-20,2025-06-14,0,Partial Payment
PAY003645,10148,206,20250711,1847.0,1529.63,2025-07-20,2025-07-11,0,Partial Payment
PAY003646,10148,206,20250906,8035.0,5193.4,2025-09-20,2025-09-06,0,Partial Payment
PAY003647,10148,206,20251018,4793.0,3576.44,2025-10-20,2025-10-18,0,Partial Payment
PAY003648,10148,206,20251110,2985.0,2176.05,2025-11-20,2025-11-10,0,Partial Payment
PAY003649,10148,206,20251203,8304.0,6469.42,2025-12-20,2025-12-03,0,Partial Payment
PAY003650,10148,206,20251231,4102.0,3691.26,2026-01-20,2026-01-14,0,Partial Payment
PAY003651,10149,210,20230214,4894.0,4066.1,2023-02-20,2023-02-14,0,Partial Payment
PAY003652,10149,210,20230309,9910.0,7128.85,2023-03-20,2023-03-09,0,Partial Payment
PAY003653,10149,210,20230411,5397.0,4578.09,2023-04-20,2023-04-11,0,Partial Payment
PAY003654,10149,210,20230516,4510.0,2936.97,2023-05-20,2023-05-16,0,Partial Payment
PAY003655,10149,210,20230615,984.0,599.39,2023-06-20,2023-06-15,0,Partial Payment
PAY003656,10149,210,20230815,7098.0,4694.15,2023-08-20,2023-08-15,0,Partial Payment
PAY003657,10149,210,20230908,5355.0,3759.87,2023-09-20,2023-09-08,0,Partial Payment
PAY003658,10149,210,20231006,10876.0,8191.52,2023-10-20,2023-10-06,0,Partial Payment
PAY003659,10149,210,20231214,5139.0,4031.74,2023-12-20,2023-12-14,0,Partial Payment
PAY003660,10149,210,20240113,7649.0,6678.97,2024-01-20,2024-01-13,0,Partial Payment
PAY003661,10149,210,20240203,667.0,502.22,2024-02-20,2024-02-03,0,Partial Payment
PAY003662,10149,210,20240313,4245.0,3185.37,2024-03-20,2024-03-13,0,Partial Payment
PAY003663,10149,210,20240606,541.0,332.75,2024-06-20,2024-06-06,0,Partial Payment
PAY003664,10149,210,20240817,6950.0,4242.79,2024-08-20,2024-08-17,0,Partial Payment
PAY003665,10149,210,20240915,3311.0,2534.07,2024-09-20,2024-09-15,0,Partial Payment
PAY003666,10149,210,20241004,11599.0,8484.13,2024-10-20,2024-10-04,0,Partial Payment
PAY003667,10149,210,20241110,4207.0,3583.33,2024-11-20,2024-11-10,0,Partial Payment
PAY003668,10149,210,20241215,5143.0,3333.71,2024-12-20,2024-12-15,0,Partial Payment
PAY003669,10149,210,20250103,4699.0,2854.6,2025-01-20,2025-01-03,0,Partial Payment
PAY003670,10149,210,20250314,4329.0,3180.57,2025-03-20,2025-03-14,0,Partial Payment
PAY003671,10149,210,20250519,1075.0,721.59,2025-05-20,2025-05-19,0,Partial Payment
PAY003672,10149,210,20250612,4638.0,2851.83,2025-06-20,2025-06-12,0,Partial Payment
PAY003673,10149,210,20250715,1172.0,957.97,2025-07-20,2025-07-15,0,Partial Payment
PAY003674,10149,210,20250810,2738.0,1734.46,2025-08-20,2025-08-10,0,Partial Payment
PAY003675,10149,210,20250913,5243.0,4102.63,2025-09-20,2025-09-13,0,Partial Payment
PAY003676,10149,210,20251117,2599.0,1778.53,2025-11-20,2025-11-17,0,Partial Payment
PAY003677,10149,210,20251216,10603.0,6913.67,2025-12-20,2025-12-16,0,Partial Payment
PAY003678,10149,210,20251231,2941.0,2099.65,2026-01-20,2026-01-19,0,Partial Payment
PAY003679,10150,216,20230307,27800.0,14249.28,2023-02-20,2023-03-07,15,Partial Payment
PAY003680,10150,216,20230402,19621.0,6924.57,2023-03-20,2023-04-02,13,Partial Payment
PAY003681,10150,216,20230421,27880.0,13739.27,2023-04-20,2023-04-21,1,Partial Payment
PAY003682,10150,216,20230526,22664.0,5641.97,2023-05-20,2023-05-26,6,Partial Payment
PAY003683,10150,216,20230623,18451.0,9250.98,2023-06-20,2023-06-23,3,Partial Payment
PAY003684,10150,216,20230721,37161.0,10866.02,2023-07-20,2023-07-21,1,Partial Payment
PAY003685,10150,216,20230821,25352.0,11767.98,2023-08-20,2023-08-21,1,Partial Payment
PAY003686,10150,216,20231005,23518.0,9892.96,2023-09-20,2023-10-05,15,Partial Payment
PAY003687,10150,216,20231023,15231.0,8565.4,2023-10-20,2023-10-23,3,Partial Payment
PAY003688,10150,216,20231128,22220.0,7800.46,2023-11-20,2023-11-28,8,Partial Payment
PAY003689,10150,216,20231221,8478.0,1914.37,2023-12-20,2023-12-21,1,Partial Payment
PAY003690,10150,216,20240122,10301.0,2137.16,2024-01-20,2024-01-22,2,Partial Payment
PAY003691,10150,216,20240229,37597.0,19643.49,2024-02-20,2024-02-29,9,Partial Payment
PAY003692,10150,216,20240316,26591.0,10759.97,2024-03-20,2024-03-16,0,Partial Payment
PAY003693,10150,216,20240423,32881.0,16517.61,2024-04-20,2024-04-23,3,Partial Payment
PAY003694,10150,216,20240526,21749.0,6338.22,2024-05-20,2024-05-26,6,Partial Payment
PAY003695,10150,216,20240626,40428.0,13526.51,2024-06-20,2024-06-26,6,Partial Payment
PAY003696,10150,216,20240725,14168.0,2999.94,2024-07-20,2024-07-25,5,Partial Payment
PAY003697,10150,216,20240831,28485.0,16378.36,2024-08-20,2024-08-31,11,Partial Payment
PAY003698,10150,216,20240917,37218.0,17137.72,2024-09-20,2024-09-17,0,Partial Payment
PAY003699,10150,216,20241024,10136.0,5716.2,2024-10-20,2024-10-24,4,Partial Payment
PAY003700,10150,216,20241128,10655.0,3234.26,2024-11-20,2024-11-28,8,Partial Payment
PAY003701,10150,216,20241231,4745.0,2080.54,2024-12-20,2024-12-31,11,Partial Payment
PAY003702,10150,216,20250131,8537.0,3966.42,2025-01-20,2025-01-31,11,Partial Payment
PAY003703,10150,216,20250225,19232.0,6228.18,2025-02-20,2025-02-25,5,Partial Payment
PAY003704,10150,216,20250327,36998.0,19637.15,2025-03-20,2025-03-27,7,Partial Payment
PAY003705,10150,216,20250422,23238.0,13231.55,2025-04-20,2025-04-22,2,Partial Payment
PAY003706,10150,216,20250523,7301.0,3979.73,2025-05-20,2025-05-23,3,Partial Payment
PAY003707,10150,216,20250603,10327.0,5042.01,2025-06-20,2025-06-03,0,Partial Payment
PAY003708,10150,216,20250726,47484.0,14635.1,2025-07-20,2025-07-26,6,Partial Payment
PAY003709,10150,216,20250826,55918.0,17325.09,2025-08-20,2025-08-26,6,Partial Payment
PAY003710,10150,216,20250929,12254.0,7054.76,2025-09-20,2025-09-29,9,Partial Payment
PAY003711,10150,216,20251025,40383.0,8238.57,2025-10-20,2025-10-25,5,Partial Payment
PAY003712,10150,216,20251116,25397.0,12171.75,2025-11-20,2025-11-16,0,Partial Payment
PAY003713,10150,216,20251226,28501.0,13550.4,2025-12-20,2025-12-26,6,Partial Payment
PAY003714,10150,216,20251231,19912.0,8818.01,2026-01-20,2026-02-04,15,Partial Payment
PAY003715,10151,206,20230331,3030.0,1776.01,2023-03-20,2023-03-31,11,Partial Payment
PAY003716,10151,206,20230625,334.0,107.43,2023-06-20,2023-06-25,5,Partial Payment
PAY003717,10151,206,20230803,3052.0,1015.06,2023-07-20,2023-08-03,14,Partial Payment
PAY003718,10151,206,20230823,4400.0,1015.46,2023-08-20,2023-08-23,3,Partial Payment
PAY003719,10151,206,20230925,2274.0,847.5,2023-09-20,2023-09-25,5,Partial Payment
PAY003720,10151,206,20231031,2255.0,680.58,2023-10-20,2023-10-31,11,Partial Payment
PAY003721,10151,206,20231202,656.0,219.05,2023-11-20,2023-12-02,12,Partial Payment
PAY003722,10151,206,20240102,3854.0,2025.21,2023-12-20,2024-01-02,13,Partial Payment
PAY003723,10151,206,20240126,1368.0,772.7,2024-01-20,2024-01-26,6,Partial Payment
PAY003724,10151,206,20240227,3439.0,936.91,2024-02-20,2024-02-27,7,Partial Payment
PAY003725,10151,206,20240503,1253.0,432.63,2024-04-20,2024-05-03,13,Partial Payment
PAY003726,10151,206,20240523,848.0,476.72,2024-05-20,2024-05-23,3,Partial Payment
PAY003727,10151,206,20240630,4055.0,908.75,2024-06-20,2024-06-30,10,Partial Payment
PAY003728,10151,206,20240723,301.0,71.04,2024-07-20,2024-07-23,3,Partial Payment
PAY003729,10151,206,20240903,1318.0,347.28,2024-08-20,2024-09-03,14,Partial Payment
PAY003730,10151,206,20241023,2183.0,943.35,2024-10-20,2024-10-23,3,Partial Payment
PAY003731,10151,206,20241124,3923.0,1014.82,2024-11-20,2024-11-24,4,Partial Payment
PAY003732,10151,206,20250104,2466.0,1424.24,2024-12-20,2025-01-04,15,Partial Payment
PAY003733,10151,206,20250131,4973.0,1860.99,2025-01-20,2025-01-31,11,Partial Payment
PAY003734,10151,206,20250301,1066.0,421.7,2025-02-20,2025-03-01,9,Partial Payment
PAY003735,10151,206,20250321,795.0,235.48,2025-03-20,2025-03-21,1,Partial Payment
PAY003736,10151,206,20250422,2613.0,1002.54,2025-04-20,2025-04-22,2,Partial Payment
PAY003737,10151,206,20250530,956.0,437.99,2025-05-20,2025-05-30,10,Partial Payment
PAY003738,10151,206,20250804,2796.0,1378.31,2025-07-20,2025-08-04,15,Partial Payment
PAY003739,10151,206,20251223,2803.0,1384.71,2025-12-20,2025-12-23,3,Partial Payment
PAY003740,10151,206,20251231,3450.0,1467.55,2026-01-20,2026-02-01,12,Partial Payment
PAY003741,10152,206,20230603,1004.0,36.32,2023-02-20,2023-06-03,103,Delinquent
PAY003742,10152,206,20230814,757.0,24.75,2023-03-20,2023-08-14,147,Delinquent
PAY003743,10152,206,20230808,3229.0,97.78,2023-04-20,2023-08-08,110,Delinquent
PAY003744,10152,206,20231011,1333.0,2.96,2023-05-20,2023-10-11,144,Delinquent
PAY003745,10152,206,20231016,2784.0,0.77,2023-07-20,2023-10-16,88,Delinquent
PAY003746,10152,206,20240310,4795.0,40.75,2023-09-20,2024-03-10,172,Delinquent
PAY003747,10152,206,20240403,4510.0,119.7,2023-11-20,2024-04-03,135,Delinquent
PAY003748,10152,206,20240803,1983.0,32.62,2024-04-20,2024-08-03,105,Delinquent
PAY003749,10152,206,20241007,2426.0,39.05,2024-05-20,2024-10-07,140,Delinquent
PAY003750,10152,206,20240907,3126.0,110.61,2024-06-20,2024-09-07,79,Delinquent
PAY003751,10152,206,20240906,2878.0,103.1,2024-07-20,2024-09-06,48,Delinquent
PAY003752,10152,206,20250119,1823.0,66.3,2024-08-20,2025-01-19,152,Delinquent
PAY003753,10152,206,20250123,1002.0,12.58,2024-09-20,2025-01-23,125,Delinquent
PAY003754,10152,206,20250104,3395.0,93.85,2024-10-20,2025-01-04,76,Delinquent
PAY003755,10152,206,20241224,796.0,8.65,2024-11-20,2024-12-24,34,Delinquent
PAY003756,10152,206,20250625,1898.0,14.47,2025-01-20,2025-06-25,156,Delinquent
PAY003757,10152,206,20250516,4022.0,29.7,2025-03-20,2025-05-16,57,Delinquent
PAY003758,10152,206,20250929,2002.0,27.4,2025-05-20,2025-09-29,132,Delinquent
PAY003759,10152,206,20251210,540.0,9.29,2025-07-20,2025-12-10,143,Delinquent
PAY003760,10152,206,20251231,2385.0,79.27,2025-08-20,2026-01-31,164,Delinquent
PAY003761,10152,206,20251111,2670.0,12.8,2025-09-20,2025-11-11,52,Delinquent
PAY003762,10152,206,20251220,2984.0,87.72,2025-10-20,2025-12-20,61,Delinquent
PAY003763,10152,206,20251231,1839.0,39.09,2025-11-20,2026-01-26,67,Delinquent
PAY003764,10152,206,20251231,3084.0,35.52,2025-12-20,2026-05-01,132,Delinquent
PAY003765,10152,206,20251231,4216.0,83.11,2026-01-20,2026-06-02,133,Delinquent
PAY003766,10153,206,20230314,2591.0,1787.74,2023-03-20,2023-03-14,0,Partial Payment
PAY003767,10153,206,20231108,3588.0,2794.42,2023-11-20,2023-11-08,0,Partial Payment
PAY003768,10153,206,20231209,1478.0,1079.17,2023-12-20,2023-12-09,0,Partial Payment
PAY003769,10153,206,20240107,618.0,401.28,2024-01-20,2024-01-07,0,Partial Payment
PAY003770,10153,206,20240212,3795.0,2409.73,2024-02-20,2024-02-12,0,Partial Payment
PAY003771,10153,206,20240504,717.0,547.79,2024-05-20,2024-05-04,0,Partial Payment
PAY003772,10153,206,20240611,4624.0,4026.23,2024-06-20,2024-06-11,0,Partial Payment
PAY003773,10153,206,20240808,2487.0,1748.83,2024-08-20,2024-08-08,0,Partial Payment
PAY003774,10153,206,20240907,2543.0,2085.01,2024-09-20,2024-09-07,0,Partial Payment
PAY003775,10153,206,20241003,2365.0,1886.32,2024-10-20,2024-10-03,0,Partial Payment
PAY003776,10153,206,20250115,1232.0,1083.5,2025-01-20,2025-01-15,0,Partial Payment
PAY003777,10153,206,20250316,681.0,576.33,2025-03-20,2025-03-16,0,Partial Payment
PAY003778,10153,206,20250411,2294.0,1766.34,2025-04-20,2025-04-11,0,Partial Payment
PAY003779,10153,206,20250504,6481.0,5166.06,2025-05-20,2025-05-04,0,Partial Payment
PAY003780,10153,206,20250615,1922.0,1671.21,2025-06-20,2025-06-15,0,Partial Payment
PAY003781,10153,206,20250716,819.0,589.56,2025-07-20,2025-07-16,0,Partial Payment
PAY003782,10153,206,20250817,2111.0,1473.56,2025-08-20,2025-08-17,0,Partial Payment
PAY003783,10153,206,20250919,1664.0,1003.8,2025-09-20,2025-09-19,0,Partial Payment
PAY003784,10153,206,20251007,1079.0,914.95,2025-10-20,2025-10-07,0,Partial Payment
PAY003785,10153,206,20251115,4343.0,3649.4,2025-11-20,2025-11-15,0,Partial Payment
PAY003786,10153,206,20251231,2562.0,1617.48,2026-01-20,2026-01-16,0,Partial Payment
PAY003787,10154,206,20230203,990.0,765.33,2023-02-20,2023-02-03,0,Partial Payment
PAY003788,10154,206,20230405,1340.0,990.52,2023-04-20,2023-04-05,0,Partial Payment
PAY003789,10154,206,20230610,2462.0,1564.88,2023-06-20,2023-06-10,0,Partial Payment
PAY003790,10154,206,20230704,3403.0,3042.86,2023-07-20,2023-07-04,0,Partial Payment
PAY003791,10154,206,20231102,354.0,235.2,2023-11-20,2023-11-02,0,Partial Payment
PAY003792,10154,206,20240302,1306.0,809.94,2024-03-20,2024-03-02,0,Partial Payment
PAY003793,10154,206,20240418,1726.0,1343.61,2024-04-20,2024-04-18,0,Partial Payment
PAY003794,10154,206,20240516,1166.0,958.06,2024-05-20,2024-05-16,0,Partial Payment
PAY003795,10154,206,20240705,3320.0,2024.31,2024-07-20,2024-07-05,0,Partial Payment
PAY003796,10154,206,20240907,479.0,382.06,2024-09-20,2024-09-07,0,Partial Payment
PAY003797,10154,206,20241205,2327.0,1767.79,2024-12-20,2024-12-05,0,Partial Payment
PAY003798,10154,206,20250218,2509.0,1583.13,2025-02-20,2025-02-18,0,Partial Payment
PAY003799,10154,206,20250402,4604.0,3000.69,2025-04-20,2025-04-02,0,Partial Payment
PAY003800,10154,206,20250514,1583.0,1219.53,2025-05-20,2025-05-14,0,Partial Payment
PAY003801,10154,206,20250606,624.0,429.88,2025-06-20,2025-06-06,0,Partial Payment
PAY003802,10154,206,20250710,2431.0,2142.91,2025-07-20,2025-07-10,0,Partial Payment
PAY003803,10154,206,20250904,3156.0,2668.78,2025-09-20,2025-09-04,0,Partial Payment
PAY003804,10154,206,20251004,1314.0,1176.12,2025-10-20,2025-10-04,0,Partial Payment
PAY003805,10154,206,20251204,4127.0,2797.7,2025-12-20,2025-12-04,0,Partial Payment
PAY003806,10155,206,20230525,4412.0,2550.98,2023-05-20,2023-05-25,5,Partial Payment
PAY003807,10155,206,20230721,1455.0,535.7,2023-07-20,2023-07-21,1,Partial Payment
PAY003808,10155,206,20231101,2953.0,990.83,2023-10-20,2023-11-01,12,Partial Payment
PAY003809,10155,206,20231128,5802.0,1274.33,2023-11-20,2023-11-28,8,Partial Payment
PAY003810,10155,206,20240104,1558.0,343.66,2023-12-20,2024-01-04,15,Partial Payment
PAY003811,10155,206,20240502,3320.0,1560.02,2024-04-20,2024-05-02,12,Partial Payment
PAY003812,10155,206,20240531,3144.0,1190.29,2024-05-20,2024-05-31,11,Partial Payment
PAY003813,10155,206,20240629,2837.0,818.03,2024-06-20,2024-06-29,9,Partial Payment
PAY003814,10155,206,20240830,3326.0,1461.61,2024-08-20,2024-08-30,10,Partial Payment
PAY003815,10155,206,20240921,4222.0,1260.75,2024-09-20,2024-09-21,1,Partial Payment
PAY003816,10155,206,20241118,1176.0,500.13,2024-11-20,2024-11-18,0,Partial Payment
PAY003817,10155,206,20250124,1920.0,652.98,2025-01-20,2025-01-24,4,Partial Payment
PAY003818,10155,206,20250501,888.0,462.81,2025-04-20,2025-05-01,11,Partial Payment
PAY003819,10155,206,20250531,2112.0,1098.39,2025-05-20,2025-05-31,11,Partial Payment
PAY003820,10155,206,20250709,1571.0,606.67,2025-07-20,2025-07-09,0,Partial Payment
PAY003821,10155,206,20251101,3856.0,1298.78,2025-10-20,2025-11-01,12,Partial Payment
PAY003822,10156,204,20230206,8735.0,6191.09,2023-02-20,2023-02-06,0,Partial Payment
PAY003823,10156,204,20230308,4811.0,4049.49,2023-03-20,2023-03-08,0,Partial Payment
PAY003824,10156,204,20230408,4539.0,3170.28,2023-04-20,2023-04-08,0,Partial Payment
PAY003825,10156,204,20230712,2648.0,1754.88,2023-07-20,2023-07-12,0,Partial Payment
PAY003826,10156,204,20230812,7517.0,4701.18,2023-08-20,2023-08-12,0,Partial Payment
PAY003827,10156,204,20231017,5165.0,3822.14,2023-10-20,2023-10-17,0,Partial Payment
PAY003828,10156,204,20231110,5678.0,4228.06,2023-11-20,2023-11-10,0,Partial Payment
PAY003829,10156,204,20231209,6074.0,5176.7,2023-12-20,2023-12-09,0,Partial Payment
PAY003830,10156,204,20240219,7508.0,5003.12,2024-02-20,2024-02-19,0,Partial Payment
PAY003831,10156,204,20240418,6935.0,4953.65,2024-04-20,2024-04-18,0,Partial Payment
PAY003832,10156,204,20240506,4786.0,4032.31,2024-05-20,2024-05-06,0,Partial Payment
PAY003833,10156,204,20240711,2893.0,2450.62,2024-07-20,2024-07-11,0,Partial Payment
PAY003834,10156,204,20240804,8052.0,5760.27,2024-08-20,2024-08-04,0,Partial Payment
PAY003835,10156,204,20240909,10059.0,7420.9,2024-09-20,2024-09-09,0,Partial Payment
PAY003836,10156,204,20241007,5059.0,3495.7,2024-10-20,2024-10-07,0,Partial Payment
PAY003837,10156,204,20241116,1410.0,1240.47,2024-11-20,2024-11-16,0,Partial Payment
PAY003838,10156,204,20241216,7986.0,5075.85,2024-12-20,2024-12-16,0,Partial Payment
PAY003839,10156,204,20250309,2226.0,1959.16,2025-03-20,2025-03-09,0,Partial Payment
PAY003840,10156,204,20250403,6290.0,5064.46,2025-04-20,2025-04-03,0,Partial Payment
PAY003841,10156,204,20250614,3677.0,2792.58,2025-06-20,2025-06-14,0,Partial Payment
PAY003842,10156,204,20250708,7506.0,4577.14,2025-07-20,2025-07-08,0,Partial Payment
PAY003843,10156,204,20250813,8053.0,5980.79,2025-08-20,2025-08-13,0,Partial Payment
PAY003844,10156,204,20250917,3659.0,2642.99,2025-09-20,2025-09-17,0,Partial Payment
PAY003845,10156,204,20251010,5546.0,3595.84,2025-10-20,2025-10-10,0,Partial Payment
PAY003846,10156,204,20251118,2617.0,2085.55,2025-11-20,2025-11-18,0,Partial Payment
PAY003847,10156,204,20251207,2737.0,2439.61,2025-12-20,2025-12-07,0,Partial Payment
PAY003848,10156,204,20251231,3049.0,2343.63,2026-01-20,2026-01-17,0,Partial Payment
PAY003849,10157,207,20230209,4645.0,4578.75,2023-02-20,2023-02-09,0,Paid in Full
PAY003850,10157,207,20230317,15678.0,14947.76,2023-03-20,2023-03-17,0,Paid in Full
PAY003851,10157,207,20230506,17767.0,17249.68,2023-05-20,2023-05-06,0,Paid in Full
PAY003852,10157,207,20230608,7985.0,7632.21,2023-06-20,2023-06-08,0,Paid in Full
PAY003853,10157,207,20230710,5872.0,5758.32,2023-07-20,2023-07-10,0,Paid in Full
PAY003854,10157,207,20230806,13227.0,13186.32,2023-08-20,2023-08-06,0,Paid in Full
PAY003855,10157,207,20230913,16220.0,15945.7,2023-09-20,2023-09-13,0,Paid in Full
PAY003856,10157,207,20231007,3600.0,3433.82,2023-10-20,2023-10-07,0,Paid in Full
PAY003857,10157,207,20231103,7972.0,7714.77,2023-11-20,2023-11-03,0,Paid in Full
PAY003858,10157,207,20231202,1294.0,1264.93,2023-12-20,2023-12-02,0,Paid in Full
PAY003859,10157,207,20240119,10179.0,9875.26,2024-01-20,2024-01-19,0,Paid in Full
PAY003860,10157,207,20240204,23185.0,22992.15,2024-02-20,2024-02-04,0,Paid in Full
PAY003861,10157,207,20240305,13882.0,13753.36,2024-03-20,2024-03-05,0,Paid in Full
PAY003862,10157,207,20240402,25684.0,25185.51,2024-04-20,2024-04-02,0,Paid in Full
PAY003863,10157,207,20240518,10376.0,10050.95,2024-05-20,2024-05-18,0,Paid in Full
PAY003864,10157,207,20240608,3188.0,3069.3,2024-06-20,2024-06-08,0,Paid in Full
PAY003865,10157,207,20240715,1611.0,1538.98,2024-07-20,2024-07-15,0,Paid in Full
PAY003866,10157,207,20240815,9681.0,9368.74,2024-08-20,2024-08-15,0,Paid in Full
PAY003867,10157,207,20241006,2436.0,2364.52,2024-10-20,2024-10-06,0,Paid in Full
PAY003868,10157,207,20241109,30152.0,29663.27,2024-11-20,2024-11-09,0,Paid in Full
PAY003869,10157,207,20250113,23809.0,23402.06,2025-01-20,2025-01-13,0,Paid in Full
PAY003870,10157,207,20250311,8439.0,8046.63,2025-03-20,2025-03-11,0,Paid in Full
PAY003871,10157,207,20250414,1308.0,1268.45,2025-04-20,2025-04-14,0,Paid in Full
PAY003872,10157,207,20250512,5191.0,4978.63,2025-05-20,2025-05-12,0,Paid in Full
PAY003873,10157,207,20250712,3255.0,3117.77,2025-07-20,2025-07-12,0,Paid in Full
PAY003874,10157,207,20250815,14431.0,14306.39,2025-08-20,2025-08-15,0,Paid in Full
PAY003875,10157,207,20250919,21666.0,20628.11,2025-09-20,2025-09-19,0,Paid in Full
PAY003876,10157,207,20251010,25385.0,24647.8,2025-10-20,2025-10-10,0,Paid in Full
PAY003877,10157,207,20251104,10978.0,10521.43,2025-11-20,2025-11-04,0,Paid in Full
PAY003878,10157,207,20251206,7113.0,7070.08,2025-12-20,2025-12-06,0,Paid in Full
PAY003879,10157,207,20251231,2262.0,2211.9,2026-01-20,2026-01-13,0,Paid in Full
PAY003880,10158,206,20230211,2522.0,1688.26,2023-02-20,2023-02-11,0,Partial Payment
PAY003881,10158,206,20230319,2864.0,2150.09,2023-03-20,2023-03-19,0,Partial Payment
PAY003882,10158,206,20230411,2861.0,2344.43,2023-04-20,2023-04-11,0,Partial Payment
PAY003883,10158,206,20230518,8245.0,7316.9,2023-05-20,2023-05-18,0,Partial Payment
PAY003884,10158,206,20230719,10512.0,7002.4,2023-07-20,2023-07-19,0,Partial Payment
PAY003885,10158,206,20230917,4948.0,4284.25,2023-09-20,2023-09-17,0,Partial Payment
PAY003886,10158,206,20231010,2231.0,1963.93,2023-10-20,2023-10-10,0,Partial Payment
PAY003887,10158,206,20231206,6233.0,5453.41,2023-12-20,2023-12-06,0,Partial Payment
PAY003888,10158,206,20240117,2323.0,1836.62,2024-01-20,2024-01-17,0,Partial Payment
PAY003889,10158,206,20240215,4639.0,3659.92,2024-02-20,2024-02-15,0,Partial Payment
PAY003890,10158,206,20240316,2115.0,1524.84,2024-03-20,2024-03-16,0,Partial Payment
PAY003891,10158,206,20240503,3737.0,3085.71,2024-05-20,2024-05-03,0,Partial Payment
PAY003892,10158,206,20240704,2693.0,2045.03,2024-07-20,2024-07-04,0,Partial Payment
PAY003893,10158,206,20240812,7928.0,6368.02,2024-08-20,2024-08-12,0,Partial Payment
PAY003894,10158,206,20240909,1935.0,1409.72,2024-09-20,2024-09-09,0,Partial Payment
PAY003895,10158,206,20241007,4107.0,3365.48,2024-10-20,2024-10-07,0,Partial Payment
PAY003896,10158,206,20241106,1636.0,1386.25,2024-11-20,2024-11-06,0,Partial Payment
PAY003897,10158,206,20250115,10105.0,6506.92,2025-01-20,2025-01-15,0,Partial Payment
PAY003898,10158,206,20250314,1528.0,1298.61,2025-03-20,2025-03-14,0,Partial Payment
PAY003899,10158,206,20250411,1590.0,1211.72,2025-04-20,2025-04-11,0,Partial Payment
PAY003900,10158,206,20250506,4772.0,4072.42,2025-05-20,2025-05-06,0,Partial Payment
PAY003901,10158,206,20250618,3858.0,2813.99,2025-06-20,2025-06-18,0,Partial Payment
PAY003902,10158,206,20250702,3005.0,2144.7,2025-07-20,2025-07-02,0,Partial Payment
PAY003903,10158,206,20250816,7939.0,6942.8,2025-08-20,2025-08-16,0,Partial Payment
PAY003904,10158,206,20250902,8958.0,6049.79,2025-09-20,2025-09-02,0,Partial Payment
PAY003905,10158,206,20251004,3909.0,3335.41,2025-10-20,2025-10-04,0,Partial Payment
PAY003906,10158,206,20251111,1161.0,865.18,2025-11-20,2025-11-11,0,Partial Payment
PAY003907,10158,206,20251208,4343.0,3275.61,2025-12-20,2025-12-08,0,Partial Payment
PAY003908,10158,206,20251231,10031.0,6946.87,2026-01-20,2026-01-08,0,Partial Payment
PAY003909,10159,206,20230301,5313.0,2249.98,2023-02-20,2023-03-01,9,Partial Payment
PAY003910,10159,206,20230318,2381.0,778.19,2023-03-20,2023-03-18,0,Partial Payment
PAY003911,10159,206,20230921,5811.0,1251.2,2023-09-20,2023-09-21,1,Partial Payment
PAY003912,10159,206,20231027,531.0,162.53,2023-10-20,2023-10-27,7,Partial Payment
PAY003913,10159,206,20231128,3377.0,683.8,2023-11-20,2023-11-28,8,Partial Payment
PAY003914,10159,206,20240303,2984.0,1735.37,2024-02-20,2024-03-03,12,Partial Payment
PAY003915,10159,206,20240429,1255.0,723.68,2024-04-20,2024-04-29,9,Partial Payment
PAY003916,10159,206,20240531,3871.0,1370.76,2024-05-20,2024-05-31,11,Partial Payment
PAY003917,10159,206,20240723,3623.0,1753.77,2024-07-20,2024-07-23,3,Partial Payment
PAY003918,10159,206,20240827,3382.0,1132.51,2024-08-20,2024-08-27,7,Partial Payment
PAY003919,10159,206,20250203,2549.0,1176.94,2025-01-20,2025-02-03,14,Partial Payment
PAY003920,10159,206,20250304,5749.0,2955.66,2025-02-20,2025-03-04,12,Partial Payment
PAY003921,10159,206,20250407,9524.0,5421.39,2025-04-20,2025-04-07,0,Partial Payment
PAY003922,10159,206,20250628,2213.0,788.01,2025-06-20,2025-06-28,8,Partial Payment
PAY003923,10159,206,20250829,1943.0,982.16,2025-08-20,2025-08-29,9,Partial Payment
PAY003924,10159,206,20250922,2371.0,720.1,2025-09-20,2025-09-22,2,Partial Payment
PAY003925,10159,206,20251027,1098.0,643.68,2025-10-20,2025-10-27,7,Partial Payment
PAY003926,10159,206,20251229,4062.0,853.22,2025-12-20,2025-12-29,9,Partial Payment
PAY003927,10160,203,20230226,25435.0,11073.79,2023-02-20,2023-02-26,6,Partial Payment
